ID,EIN,NAME,ICO,STREET,CITY,STATE,ZIP,Subsection Name,Subsection Description,NTEE_CD,Category,IRS_NTEE_Code2_Description,AFFILIATION,Aff_Type,IRS_Affiliation_Codes_Description,Ded_Code,Ded_Description,Foundation_Code,Foundation_Description,Org_Code,Org_Description,EO_Status_Code,EO_Description,Asset_Income_Code,IRS_Asset_Income_Codes_Description,Filing_Code,IRS_Filing_Codes_Description,PF_Filing_Code,IRS_PF_Filing_Codes_Description,ASSET_AMT,INCOME_AMT,REVENUE_AMT
,660764242,GUAHAN BAPTIST CHURCH,,109 N PAULINO HEIGHTS RD,TALOFOFO,GU,96915-3704,Charitable and religious,Charitable and religious,X21,Religion-Related, Spiritual Development,Protestant,3,,Independent,1,Contributions are deductible. ,,10,1,Corporation,1,Unconditional Exemption,0,0,,6,,0,,
,660764480,FUNDACION DE INVESTIGACION DE DIEGO SCIENCE AND EDUCATION INC,% FRANCISCO BRUNO,998 AVE MUNOZ RIVERA,SAN JUAN,PR,00927-4308,Charitable and religious,Charitable and religious,E05,Health - General and Rehabilitative,Research Institutes and/or Public Policy Analysis,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,1,0,0
,660764494,CENTRO DE LA FAMILIA FE Y GRACIA INC,% LUIS E ROSADO,PO BOX 607071 PMB 286,BAYAMON,PR,00960-7071,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660764897,CORE FOUNDATION,% EDYTHE DIRKS,6345 SMITH BAY RD B-07,ST THOMAS,VI,00802-0000,Charitable and religious,Charitable and religious,C32,Environmental Quality, Protection and Beautification,Water Resource, Wetlands Conservation and Management,,3,Independent,1,,Contributions are deductible. ,15,1,Corporation,1,Unconditional Exemption,0,,0,,2,0,0
,660764933,VIBT INC,% SEBASTIANO PAIEWONSKY CASSINELLI,5013 CHANDLERS WHARF,CHRISTIANSTED,VI,00820-0000,Social Welfare Orgs,Seven of 10 of the largrest organizations by gross receipts are in the health care field, and provide social welfare services, such as dental benefit coverage or medicaid and medical and prescription drug services. However, among the smaller organization,Q20,International,, Foreign Affairs and National Security,Promotion of International Understanding,3,,Independent,2,Contributions are not deductible. ,,1,Corporation,1,,Unconditional Exemption,,0,0,1
,660765423,IGLESIA DEL ESTE MISSIONARY CHURCH,% JAIRO ALFONSO QUINONES,PO BOX 1704,CEIBA,PR,00735-1704,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660765475,ROTARY INTERNATIONAL,% JOSE M RIVERO,PO BOX 368114,SAN JUAN,PR,00936-9114,Social Welfare Orgs,Seven of 10 of the largrest organizations by gross receipts are in the health care field, and provide social welfare services, such as dental benefit coverage or medicaid and medical and prescription drug services. However, among the smaller organization,,,,,9,Subordinate,,2,Contributions are not deductible. ,,1,Corporation,1,Unconditional Exemption,,0,,0,2,0
,660765706,A C R E S INC,% CARMEN B RAMIREZ,PO BOX 712,SAN GERMAN,PR,00683-0712,Charitable and religious,Charitable and religious,K20,Food, Agriculture and Nutrition,Agricultural Programs,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,0,0,,2,,0,0,0
,660765836,DESARROLLOS RODESMA INC,% ELIUD RODRIGUEZ,HC 02 BOX 6985,JAYUYA,PR,00664-0000,Charitable and religious,Charitable and religious,L22,Housing, Shelter,Senior Citizens' Housing/Retirement Communities,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,0,0,,2,,0,1,0
,660766814,SAIPAN TAE PYUNG YANG CHURCH INC,,PO BOX 502877,SAIPAN,MP,96950-2877,Charitable and religious,Charitable and religious,X20,Religion-Related, Spiritual Development,Christian,3,,Independent,1,Contributions are deductible. ,,10,1,Corporation,1,Unconditional Exemption,0,0,,6,,0,,
,660767273,BASTAYAPR,,27 AVE GONZALEZ GIUSTI STE 100,GUAYNABO,PR,00968-0000,Charitable and religious,Charitable and religious,I20,Crime, Legal-Related,Crime Prevention N.E.C.,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,3,25,,000 to 99,,999,1,0
,660767783,ILLUMINATING ENGINEERING SOCIETY,% JOSE PESQUERA,400 CORDOBA PARK APT 109,SAN JAUN,PR,00926-0000,Charitable and religious,Charitable and religious,,,,9,Subordinate,,2,Contributions are not deductible. ,16,,1,Corporation,1,Unconditional Exemption,0,0,1,,0,,,,
,660768207,BETHLEHEM FAMILY & FRIENDS REJUVENATED CLUB INC,% DALE MASON,PO BOX 665 KINGSHILL,ST CROIX,VI,00851-0000,Social Welfare Orgs,Seven of 10 of the largrest organizations by gross receipts are in the health care field, and provide social welfare services, such as dental benefit coverage or medicaid and medical and prescription drug services. However, among the smaller organization,Q33,International,, Foreign Affairs and National Security,International Relief,3,,Independent,2,Contributions are not deductible. ,,1,Corporation,1,,Unconditional Exemption,,0,0,2
,660768929,INSIGNIA FOUNDATION INC,,1310 CALLE DALMACIA,SAN JUAN,PR,00920-3736,Charitable and religious,Charitable and religious,E99,Health - General and Rehabilitative,Health - General and Rehabilitative N.E.C.,3,Independent,,1,Contributions are deductible. ,16,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,1,0,0
,660769604,TINIAN MUSLIM COMMUNITY INS,% MAHABUB KHAN,PO BOX 0695,SAIPAN,MP,96950-0000,Charitable and religious,Charitable and religious,X40,Religion-Related, Spiritual Development,Islamic,3,,Independent,1,Contributions are deductible. ,,10,1,Corporation,1,Unconditional Exemption,1,1 to 9,,999,,6,0,78138
,660769838,CIVITAS PLUS INC,,409 DE HOSTOS AVE,SAN JUAN,PR,00918-3014,Charitable and religious,Charitable and religious,L99,Housing, Shelter,Housing, Shelter N.E.C.,,3,Independent,1,,Contributions are deductible. ,15,1,Corporation,1,Unconditional Exemption,4,,100,,000 to 499,999,1
,660769916,PD HEMLANI FOUNDATION LTD,% VASUDEV B HEMLANI,PO BOX 315296,TAMUNING,GU,96931-3196,Charitable and religious,Charitable and religious,Q33,International, Foreign Affairs and National Security,International Relief,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,4,100,,000 to 499,,999,1,0
,660769994,HAPPY KIDS ZONE INC,,HC 61 BOX 5397,AGUADA,PR,00602-9533,Charitable and religious,Charitable and religious,P33,Human Services - Multipurpose and Other,Child Day Care,3,Independent,,1,Contributions are deductible. ,16,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,,,
,660770192,NEW HEAVEN CHURCH INC,% SANG JOON YOO,PMP 685 1270 N MARINE CORPS DR STE,TAMUNING,GU,96931-0000,Charitable and religious,Charitable and religious,X20,Religion-Related, Spiritual Development,Christian,3,,Independent,1,Contributions are deductible. ,,10,1,Corporation,1,Unconditional Exemption,0,0,,6,,0,,
,660770697,INSTITUTO DE INVESTIGACION Y DESARROLLO PARA ESTUDIANTES DOTADO,% HECTOR RIVERA,PO BOX 361094,SAN JUAN,PR,00936-1094,Charitable and religious,Charitable and religious,B90,Education,Educational Services and Schools - Other,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,1,,0,,,,
,660771386,COOPERACION MISIONERA IBEROAMERICANA INC,% COMIBAM INTERNACIONAL,AVE PONCE DE LEON 613 EDI BENET 210,SAN JUAN,PR,00917-0000,Charitable and religious,Charitable and religious,X20,Religion-Related, Spiritual Development,Christian,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,4,100,,000 to 499,,999,1,0
,660771514,ROTARY CLUB OF ST CROIX MID ISLE CHARITABLE FOUNDATION INC,,PO BOX 224515,CHRISTIANSTED,VI,00822-4515,Charitable and religious,Charitable and religious,P20,Human Services - Multipurpose and Other,Human Service Organizations - Multipurpose,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,2,10,000 to 24,,999,,2,0,85747
,660772147,DANCING CLASSROOMS VIRGIN ISLANDS INC,% GEORGE MARSHALL MILLER,PO BOX 441,ST THOMAS,VI,00804-0441,Charitable and religious,Charitable and religious,A62,Arts, Culture and Humanities,Dance,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,3,25,,000 to 99,,999,1,0
,660773070,FUNDACION 4 INC,,PO BOX 801469,COTO LAUREL,PR,00780-1469,Charitable and religious,Charitable and religious,P20,Human Services - Multipurpose and Other,Human Service Organizations - Multipurpose,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,3,25,000 to 99,,999,,1,0,22522
,660773290,PRIMERA IGLESIA AD,,HC 15 BOX 15787,HUMACAO,PR,00791-9487,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660773533,IGLESIA RENACER DE ESPERANZA PARA TODA LA FAMILIA ASAMBLEAS DE DIOS,,PO BOX 837,TRUJILLO ALTO,PR,00977-0837,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660774507,CENTRO DE DESARROLLO Y APROVECHAMIENTO ACADEMICO,,URB LOS EUCALIPTOS 17043 PICARD DR,CANOVANAS,PR,00729-0000,Charitable and religious,Charitable and religious,B90,Education,Educational Services and Schools - Other,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,0,0,0
,660774675,FUNDACION AGENDA CIUDADANA INC,,CITY VW PLZ HWY 165 TOWER 1 STE 510,GUAYNABO,PR,00968-0000,Charitable and religious,Charitable and religious,W24,Public, Society Benefit - Multipurpose and Other,Citizen Participation,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,0,0,,1,,0,,
,660775224,ALPHA PHI OMEGA,% PONTIFICAL CATHOLIC UNIV OF PR,2250 AVE LAS AMERICAS AVE,PONCE,PR,00717-0000,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,16,,5,Association,1,Unconditional Exemption,0,0,2,,0,,0,0,0
,660775268,GRASPP - GOD RESTORES AND SAVES PRECIOUS PEOPLE,% FLORENCE PEREIRA,PO BOX 982960,PAGO PAGO,AS,96799-8515,Charitable and religious,Charitable and religious,P99,Human Services - Multipurpose and Other,Human Services - Multipurpose and Other N.E.C.,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,0,0,0
,660775398,CARIBBEAN ROSE,% MARY ELIZABETH KOPKO,PO BOX 303620,ST THOMAS,VI,00803-3620,Charitable and religious,Charitable and religious,N62,Recreation, Sports, Leisure, Athletics,,Basketball,3,Independent,,1,Contributions are deductible. ,15,1,Corporation,1,Unconditional Exemption,,2,,10,000 to 24,999
,660776219,PUERTO RICO CONGRESS OF PARENTS AND TEACHERS,% PRPTA,PO BOX 1332,HORMIGUEROS,PR,00660-5332,Charitable and religious,Charitable and religious,B94,Education,Parent/Teacher Group,3,Independent,,1,Contributions are deductible. ,16,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,0,0,0
,660776227,FOUNDATION FOR PUERTO RICO INC,,PO BOX 364029,SAN JUAN,PR,00936-4029,Charitable and religious,Charitable and religious,S20,Community Improvement, Capacity Building,Community, Neighborhood Development,, Improvement (General),3,Independent,,1,Contributions are deductible. ,15,1,Corporation,1,Unconditional Exemption,,6,,1,0,000 to 4
,660776346,PHA PTEROCARPUS FOREST INC,,5 ACADEMY DRIVE PALMAS DEL MAR,HUMACAO,PR,00792-0000,Charitable and religious,Charitable and religious,C36,Environmental Quality, Protection and Beautification,Forest Conservation,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,0,0,,2,,0,,
,660776649,DAVID L HILXON,% LILLIAM CARRERO,HC 1 BOX 3628,UTUADO,PR,00641-9248,Charitable and religious,Charitable and religious,L22,Housing, Shelter,Senior Citizens' Housing/Retirement Communities,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,0,0,,2,,0,1,0
,660776794,NURTURING TRANSFORMATIVE AND SUSTAINABLE COMMUNITIES,,PO BOX 5240,SAIPAN,MP,96950-5240,Charitable and religious,Charitable and religious,P62,Human Services - Multipurpose and Other,Victims' Services,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,1,,0,,,,
,660776831,RUTAS ALTERNAS INC,% MELISSA ONEILL,PO BOX 172,CULEBRA,PR,00775-0172,Charitable and religious,Charitable and religious,B11,Education,Single Organization Support,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,0,0,0
,660777652,MULTISENSORY READING CENTERS OF PR INC,% NATALIA CANTO,PO BOX 16168,SAN JUAN,PR,00908-6168,Charitable and religious,Charitable and religious,B92,Education,Remedial Reading, Reading Encouragement,3,,Independent,1,Contributions are deductible. ,,16,1,Corporation,1,Unconditional Exemption,4,100,,000 to 499,,999,1,0
,660777707,BIEKE FOUNDATION,% ANGEL RUIZ RIVERA,ESTANCIAS DE CIDRA,CIDRA,PR,00739-0000,Charitable and religious,Charitable and religious,G19,Diseases, Disorders, Medical Disciplines,Nonmonetary Support N.E.C.,,3,Independent,1,,Contributions are deductible. ,15,1,Corporation,1,Unconditional Exemption,0,,0,,1,0,
,660778851,DISABLED AMERICAN VETERANS,% MINERVA SANTIAGO,PO BOX 1507,CABO ROJO,PR,00623-1507,Social Welfare Orgs,Seven of 10 of the largrest organizations by gross receipts are in the health care field, and provide social welfare services, such as dental benefit coverage or medicaid and medical and prescription drug services. However, among the smaller organization,,,,,9,Subordinate,,2,Contributions are not deductible. ,,5,Association,1,Unconditional Exemption,,0,,0,2,0
,660779390,ALIANZA PRO RESCATE ANIMALES,% ALIANZA PRO RESCATE ANIMALES,405 AVE ESMERALDA PMB 281,GUAYNABO,PR,00969-4482,Charitable and religious,Charitable and religious,D99,Animal-Related,Animal-Related N.E.C.,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,0,0,0
,660779825,MICRONESICA BIRD CONSERVATION,% SHELLY KREMER,PO BOX 506178,SAIPAN,MP,96950-4332,Charitable and religious,Charitable and religious,D30,Animal-Related,Wildlife Preservation, Protection,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,1,1 to 9,,999,,1,0,100
,660779955,DISABLED AMERICAN VETERANS,% AIDA CINTRON,930 CALLE BOHIO,ISABELA,PR,00662-7120,Social Welfare Orgs,Seven of 10 of the largrest organizations by gross receipts are in the health care field, and provide social welfare services, such as dental benefit coverage or medicaid and medical and prescription drug services. However, among the smaller organization,,,,,9,Subordinate,,2,Contributions are not deductible. ,,5,Association,1,Unconditional Exemption,,0,,0,1,0
,660780454,DISABLED AMERICAN VETERANS AUXILIARY,% IRENE VALENCIA MENDEZ,PO BOX 9393,ARECIBO,PR,00613-9393,Social Welfare Orgs,Seven of 10 of the largrest organizations by gross receipts are in the health care field, and provide social welfare services, such as dental benefit coverage or medicaid and medical and prescription drug services. However, among the smaller organization,,,,,9,Subordinate,,2,Contributions are not deductible. ,,5,Association,1,Unconditional Exemption,,0,,0,2,0
,660780713,IGLESIA PENTECOSTAL FUENTE DE VIDA,% ROBOLFO PENA,HC 6 BOX 13081,SAN SEBASTIAN,PR,00685-9850,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660781077,CASA DE ADORACION CANTICO DE SION INC,% WANDA S MARQUEZ,RR 36 BOX 6137,SAN JUAN,PR,00926-9500,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660781441,CHRISTIAN SCHOOL AND CHAPEL FOR THE DEAF,% SCHOOL DIRECTOR,HC 1 BOX 7111,LUQUILLO,PR,00773-9272,Charitable and religious,Charitable and religious,B28,Education,Specialized Education Institutions,3,Independent,,1,Contributions are deductible. ,11,,1,Corporation,1,Unconditional Exemption,3,25,000 to 99,,999,,1,0,0
,660781444,CHARLOTTE AMALIE SCHOOL ACADEMY OF FINANCE INC,% GREG FERGUSON,9100 PORT OF SALE MALL STE 15,ST THOMAS,VI,00802-3602,Charitable and religious,Charitable and religious,B02,Education,Management & Technical Assistance,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,0,0,0
,660781775,PAGO PAGO BAPTIST CHURCH,% VAAFUTI FILIPO,PO BOX 530,PAGO PAGO,AS,96799-0000,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660782360,DISABLED AMERICAN VETERANS AUXILIARY INC,% SOFIA DEJESUS COPPIN,CALLE BL 5 TOA ALTA HEIGHT,TOA ALTA,PR,00953-0000,Social Welfare Orgs,Seven of 10 of the largrest organizations by gross receipts are in the health care field, and provide social welfare services, such as dental benefit coverage or medicaid and medical and prescription drug services. However, among the smaller organization,,,,,9,Subordinate,,1,Contributions are deductible. ,,5,Association,1,Unconditional Exemption,,1,,1 to 9,999,1
,660782537,TECHNO INVENTORS INC,% LOGISTIC DEPARTMENT,405 AVE ESMERALDA STE 2 PMB 412,GUAYNABO,PR,00969-4466,Charitable and religious,Charitable and religious,B90,Education,Educational Services and Schools - Other,3,Independent,,1,Contributions are deductible. ,16,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,0,0,0
,660782988,THE JERICHO ROAD PROJECT - ST CROIX,,PO BOX 26544,CHRISTIANSTED,VI,00824-2544,Charitable and religious,Charitable and religious,B90,Education,Educational Services and Schools - Other,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,3,25,000 to 99,,999,,2,0,14109
,660785100,NATIONAL PARALYMPIC COMMITTEE US VIRGINS ISLAND INC,% REGINE FITZNER,PO BOX 224419,CHRISTIANSTED,VI,00822-4419,Charitable and religious,Charitable and religious,N72,Recreation, Sports, Leisure, Athletics,,Special Olympics,3,Independent,,1,Contributions are deductible. ,15,1,Corporation,1,Unconditional Exemption,,0,,0,2,0
,660785160,VI EQUICARE FOUNDATION INC,,PO BOX 9620,ST THOMAS,VI,00801-2620,Charitable and religious,Charitable and religious,E60,Health - General and Rehabilitative,Health Support Services,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,1,1 to 9,999,,2,,0,939,5007
,660785619,ROTARY INTERNATIONAL,,61A CALLE ORQUIDEAS,VIEQUES,PR,00765-4050,Social Welfare Orgs,Seven of 10 of the largrest organizations by gross receipts are in the health care field, and provide social welfare services, such as dental benefit coverage or medicaid and medical and prescription drug services. However, among the smaller organization,,,,,9,Subordinate,,2,Contributions are not deductible. ,,1,Corporation,1,Unconditional Exemption,,0,,0,2,0
,660785778,LETS MOVE GUAM,,137 BITA CT,SINAJANA,GU,96910-0000,Charitable and religious,Charitable and religious,P20,Human Services - Multipurpose and Other,Human Service Organizations - Multipurpose,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,0,0,0
,660786356,WALKS-WEBS WESTERN EAGLE BILINGUAL SCHOOL PREK 12TH GRADE INC,% LINDA J ROMAN,5 REPARTO SAN FRANCISCO,MAYAGUEZ,PR,00682-0000,Charitable and religious,Charitable and religious,B20,Education,Elementary, Secondary Education, K - 12,,3,Independent,1,,Contributions are deductible. ,11,1,Corporation,1,Unconditional Exemption,1,,1 to 9,,999,1,0
,660786624,INTEGRATED ELDERLY SERVICES,% LUIS G RODRIGUEZ,CALLE 64 BLOQ 75 23,URB SIERRA BAYAMON,PR,00961-0000,Charitable and religious,Charitable and religious,P80,Human Services - Multipurpose and Other,Services to Promote the Independence of Specific Populations,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,0,0,0
,660787190,DISABLED AMERICAN VETERANS AUXILIARY UNIT 14 AGUAVILLA,% NORMA I RODRIGUEZ-ABRIL,URB MARBELLA CALLE E 175,AGUADILLA,PR,00603-0000,Social Welfare Orgs,Seven of 10 of the largrest organizations by gross receipts are in the health care field, and provide social welfare services, such as dental benefit coverage or medicaid and medical and prescription drug services. However, among the smaller organization,,,,,9,Subordinate,,1,Contributions are deductible. ,,5,Association,1,Unconditional Exemption,,0,,0,2,0
,660787745,CATHOLIC DAUGHTERS OF THE AMERICAS,,124 E PAPAYA CT,DEDEDO,GU,96929-5453,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,13,,0,,,,
,660788038,COMMUNITY PROPERTIES DEVELOPMENT INC,% ENID RODRIGUEZ,PO BOX 192294,SAN JUAN,PR,00919-2294,Charitable and religious,Charitable and religious,L50,Housing, Shelter,Housing Owners, Renters Organizations,,3,Independent,1,,Contributions are deductible. ,15,1,Corporation,1,Unconditional Exemption,4,,100,,000 to 499,999,1
,660788210,ALIANZA DE PUERTO RICO CONTRA LA TRATA HUMANA INC,% KARLA GONZALEZ-CRUZ,PO BOX 195613,SAN JUAN,PR,00919-5613,Charitable and religious,Charitable and religious,P62,Human Services - Multipurpose and Other,Victims' Services,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,0,0,0
,660788450,GLORY AND FREEDOM MINISTRIES,% GARY CRANDALL,535 CHALAN PALE RAMON HAYA STE 116,YIGO,GU,96929-2423,Charitable and religious,Charitable and religious,X20,Religion-Related, Spiritual Development,Christian,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,0,0,,2,,0,0,0
,660789257,FATHER DUENAS MEMORIAL SCHOOL ENDOWMENT FOUNDATION INC,,231 YPAO RD STE 101,TAMUNING,GU,96913-3969,Charitable and religious,Charitable and religious,B12,Education,Fund Raising and/or Fund Distribution,3,Independent,,1,Contributions are deductible. ,14,,1,Corporation,1,Unconditional Exemption,4,100,000 to 499,,999,,1,0,134199
,660789697,GRATITUDE AMERICA LTD,% ERIKA KELLERHALS,9100 HAVENSIGHT PORT OF SALE,ST THOMAS,VI,00802-0000,Charitable and religious,Charitable and religious,T20,Philanthropy, Voluntarism and Grantmaking Foundations,Private Grantmaking Foundations,3,,Independent,1,Contributions are deductible. ,,,1,Corporation,1,Unconditional Exemption,1,1 to 9,,999,,0,1,1
,660789812,HOGAR SANTA ROSA INC,% HOGAR SANTA ROSA INC,PO BOX 10008,GUAYAMA,PR,00785-4008,Charitable and religious,Charitable and religious,L22,Housing, Shelter,Senior Citizens' Housing/Retirement Communities,3,,Independent,1,Contributions are deductible. ,,16,1,Corporation,1,Unconditional Exemption,0,0,,2,,0,0,0
,660789856,FELINE FOUNDATION OF THE VIRGIN ISLANDS,% MICHAEL SHELBY,6501 RED HOOK PLZ STE 4,SAINT THOMAS,VI,00802-1373,Charitable and religious,Charitable and religious,D20,Animal-Related,Animal Protection and Welfare,3,Independent,,1,Contributions are deductible. ,,,1,Corporation,1,Unconditional Exemption,0,0,0,,1,,,,
,660790399,AMERICAN YOUTH FOOTBALL INC,% CARIBBEAN AMERICAN FOOTBALL FEDER,URB BAHIA VISTAMAR ROBALO ST 1522,CAROLINA,PR,00983-0000,Charitable and religious,Charitable and religious,N65,Recreation, Sports, Leisure, Athletics,,Football Clubs, Leagues,9,,Subordinate,1,Contributions are deductible. ,16,1,Corporation,1,,Unconditional Exemption,,0,0,2
,660790628,ROTARY INTERNATIONAL,% TREASURER,8168 CROWN BAY MARINA SUITE 310-69,ST THOMAS,VI,00802-5819,Social Welfare Orgs,Seven of 10 of the largrest organizations by gross receipts are in the health care field, and provide social welfare services, such as dental benefit coverage or medicaid and medical and prescription drug services. However, among the smaller organization,,,,,9,Subordinate,,2,Contributions are not deductible. ,,1,Corporation,1,Unconditional Exemption,,0,,0,2,0
,660791135,BELOVED OF GOD MEDICAL MISSION INC,,280 PALE SAN VITORES RD,TUMON,GU,96913-3615,Charitable and religious,Charitable and religious,Q33,International, Foreign Affairs and National Security,International Relief,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,0,0,,2,,0,,
,660791353,FEDERACION DE INSTITUCIONES DE CUIDO PROLONGADO INC,,VILLA CAROLINA 24 ST B15 4,CAROLINA,PR,00985-0000,Charitable and religious,Charitable and religious,B11,Education,Single Organization Support,3,Independent,,1,Contributions are deductible. ,,,1,Corporation,1,Unconditional Exemption,0,0,0,,1,,,,
,660791417,OPI A TAINO INTERNATIONAL INC,% MAEKIAPHAN PHILLIPS,6544 ESTATE NAZARETH,ST THOMAS,VI,00802-1136,Charitable and religious,Charitable and religious,A23,Arts, Culture and Humanities,Cultural, Ethnic Awareness,,3,Independent,1,,Contributions are deductible. ,15,1,Corporation,1,Unconditional Exemption,0,,0,,2,0,0
,660791432,T K TILO LIGHTHOUSE BIBLE COLLEGE INC,% RUDOLPH T TILO,PO BOX 2019,PAGO PAGO,AS,96799-2019,Charitable and religious,Charitable and religious,B42,Education,Undergraduate College (4-year),3,Independent,,1,Contributions are deductible. ,11,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,0,0,0
,660791661,CENTRO DE INVESTIGACION Y POLITICA PUBLICA,% ALVIN QUINONES,1001 AVE PONCE DE LEON STE 6,SAN JUAN,PR,00907-3641,Charitable and religious,Charitable and religious,S99,Community Improvement, Capacity Building,Community Improvement, Capacity Building N.E.C.,,3,Independent,1,,Contributions are deductible. ,15,1,Corporation,1,Unconditional Exemption,0,,0,,2,0,0
,660791672,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% VALENTIN CARABALLO,D10 CALLE 8,ARECIBO,PR,00612-3908,Social Welfare Orgs,Seven of 10 of the largrest organizations by gross receipts are in the health care field, and provide social welfare services, such as dental benefit coverage or medicaid and medical and prescription drug services. However, among the smaller organization,,,,,9,Subordinate,,2,Contributions are not deductible. ,,5,Association,1,Unconditional Exemption,,0,,0,1,0
,660791854,VI HOUSING REVITALIZATION CORP,% MR ROBERT GRAHAM,402 ESTATE ANNAS RETREAT 7668,ST THOMAS,VI,00801-0000,Charitable and religious,Charitable and religious,L20,Housing, Shelter,Housing Development, Construction,, Management,3,Independent,,1,Contributions are deductible. ,21,1,Corporation,1,Unconditional Exemption,,0,,0,1,0
,660793071,PATIENT ASSIST VI,% LEAH CASTEEL,6501 RED HOOK PLZ STE 201 PMB 480,ST THOMAS,VI,00802-1373,Charitable and religious,Charitable and religious,E70,Health - General and Rehabilitative,Public Health Program (Includes General Health and Wellness Promotion Services),3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,0,0,0
,660793184,SAIPAN BUILDING & FIXING COMPUTER USERS GROUP,,PO BOX 5525,SAIPAN,MP,96950-5525,Charitable and religious,Charitable and religious,J22,Employment, Job-Related,Vocational Training,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,0,0,,2,,0,,
,660794172,WELLNESS FOR FAMILY INC,% WILDA FIGUEROA,465 CALLE HOSTOS URB EL VEDADO,SAN JUAN,PR,00917-0000,Charitable and religious,Charitable and religious,E70,Health - General and Rehabilitative,Public Health Program (Includes General Health and Wellness Promotion Services),3,Independent,,1,Contributions are deductible. ,16,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,0,0,0
